Категория;Товар;Цена;"ID валюты";Адрес;Видим;Рекомендуемый;Бренд;Вариант;"Старая цена";Артикул;Склад;"Заголовок страницы";"Ключевые слова";"Описание страницы";Аннотация;Описание;Изображения;Вес;"Страна производитель";Мощность;"Отвод газов";"Тип розжига";"Производительность ГВС";"Модуляция мощности";"Вес (кг)";"Объем (м3)";"Габариты В.Ш.Г. (мм.)";"Мин. давление газа";Производительность;"Способ установки";"Номинальный объем водонагревателя";"Положение установки";Форма;"Мощность ТЭНа";Гарантия;"Тип нагревательного элемента (ТЭНа)";"Тепловая мощность";"Максимальная температура теплоносителя";"Максимальное рабочее давление";"Опрессовочное давление";"Конструкция радиатора";"Способ подключения";"Кол-во секций в радиаторе";"Объем воды в радиаторе";Возраст;Пол;"Размеры упаковки";Серия;"Размер игрушки";Материал;Комплектация;Диагональ;"Тип экрана";"Разрешение экрана";Система;"Количество ядер";Процессор;"Частота процессора";"Оперативная память";"Встроенная память";"Поддержка SD карт";Sim-карт;"Размеры SIM";"GSM (2G)";3G;"LTE (4G)";WCDMA;"Основная камера";"Фронтальная камера";Вспышка;Bluetooth;GPS;A-GPS;Wi-Fi;"Wi-Fi Hotspot";"ИК порт";"Сканер отпечатков пальцев";Разъемы;Аккумулятор;Размеры;Цвет;"3G (UMTS)";Высота;Диаметр;Ткань;Предназначение;Наполнитель;"Количество наполнителя";"Объемный вес для транспортных компаний";"Производство "
Гаджеты/Смартфоны/Meizu;"Телефон Meizu Pro 6 32Gb";305.00;2;telefon-meizu-pro-6-m570q-32-gb;1;0;;;;;0;"Meizu Pro 6 M570Q 32Gb. Купить, цена Meizu Pro 6 M570Q 32 ГБ в Кривом Роге. Смартфон Meizu Pro 6 M570Q 32 Gb: описание, обзор, отзывы - Интерет-магазин Smartmobis";"Телефон Meizu Pro 6, M570Q 32GB, дешевый смартфон, купить недорого в Украине, заказать, доставка, характеристики, цена";"Смартфон Meizu Pro 6 M570Q 32Gb в интернет-магазине Smartmobis. ? Самые низкие цены! Купить смартфон Meizu Pro 6 M570Q 32 ГБ недорого с доставкой в Кривом Роге и Украине. Телефоны и смартфоны из Китая в наличии и под заказ.";;"Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.";s040722-01.jpg;"160 г";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Pro;;;;"5.2""";"Super AMOLED Full HD";"1080x1920 пикс.";"Android 6.0";10;"MediaTek MT6797T";"2 x 2.5 ГГц Cortex-A72 + 4 x 2.0 ГГц Cortex-A53 + 4 x 1.4 ГГц Cortex-A53";"4 ГБ";"32 ГБ";;"2 sim";nano-SIM;"850 / 900 / 1800 / 1900 МГц";"850 / 900 / 1900 / 2100 МГц";TD-LTE;"850 / 900 / 1900 / 2100 МГц";"21 Мп";"5 Мп";Есть;4.0;Есть;Есть;"802.11 a/b/g/n/ac";;;Есть;"microUSB. Аудио 3.5 мм";"2560 мАч";"147.7 х 70.8 х 7.3 мм";"Темно-серый. золотой. серый";;;;;;;;;
Гаджеты/Смартфоны/Meizu;"Телефон Meizu M3S 2+16Gb";122.00;2;telefon-meizu-m3s-216-gb;1;0;;"В наличии";;;0;"Meizu M3S 2+16Gb. Купить, цена Meizu M3S 2+16Гб в Кривом Роге. Смартфон Meizu M3S 2+16Гб: описание, обзор, отзывы - Интерет-магазин Smartmobis";"Телефон Meizu M3S 2+16GB, дешевый смартфон, купить недорого в Украине, заказать, доставка, характеристики, цена";"Смартфон Meizu M3S 2+16Gb в интернет-магазине Smartmobis. ? Самые низкие цены! Купить смартфон Meizu M3S 2 16Гб недорого с доставкой в Кривом Роге и Украине. Телефоны и смартфоны из Китая в наличии и под заказ.";;"Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.";s040709-01.jpg;"138 г";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M3;;;;"5.0""";"IPS HD";"1280x720 пикс.";"Android 6.0";"8 (Cortex A-53)";"MediaTek MT6750";"1.5 ГГц";"2 ГБ";"16 ГБ";;"2 sim";nano-SIM;"850 / 900 / 1800 / 1900 МГц";"850 / 900 / 1900 / 2100 МГц";TD-LTE;"850 / 900 / 1900 / 2100 МГц";"13 Мп";"5 Мп";Есть;4.0;Есть;Есть;"802.11 a/b/g/n/ac";;;Есть;"microUSB. Аудио 3.5 мм";"3020 мАч";"141.9 x 69.0 x 8.3 мм";"Темно-серый. золотой. серый. Rose-gold";;;;;;;;;
Гаджеты/Смартфоны/Meizu;"Телефон Meizu Pro 5 32Gb";297.00;2;telefon-meizu-pro-5-m576-32-gb;1;0;;"Под заказ";;;;"Meizu Pro 5 M576 32Gb. Купить, цена Meizu Pro 5 M576 32Гб в Кривом Роге. Описание, обзор, отзывы - Интерет-магазин Smartmobis";"Телефон Meizu PRO5 M576 32GB, дешевый смартфон, купить недорого в Украине, заказать, доставка, характеристики, цена";"Смартфон Meizu Pro 5 M576 32Gb в интернет-магазине Smartmobis. ? Самые низкие цены! Купить смартфон недорого с доставкой в Кривом Роге и Украине. Телефоны и смартфоны из Китая в наличии и под заказ.";;"Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.";s040719-01.jpg;"168 г";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Pro;;;;"5.7""";"Super AMOLED Full HD";"1080x1920 пикс.";"Android 5.1";"8 (Cortex A-57 + Cortex A-53)";"Samsung Exynos 7";"4 х 2.1 ГГц + 4 х 1.5 ГГц";"3 ГБ";"32 ГБ";"до 128 ГБ";"2 sim";"nano-SIM. nano-SIM (microSD)";"900 / 1800 / 1900 МГц";"900 / 2100 МГц";TD-LTE;"900 / 2100 МГц";"21.16 Мп";"5 Мп";Есть;04.Січ;Есть;Есть;"802.11 a/b/g/n";Есть;Есть;Есть;"microUSB. Аудио 3.5 мм";"3050 мАч";"156.7 х 78.0 х 7.5 мм";"Серый. серебряный. золотой";;;;;;;;;
Гаджеты/Смартфоны/Meizu;"Телефон Meizu Pro 5 64Gb";396.43;2;telefon-meizu-pro-5-m576-64-gb;1;0;;"В наличии";;;;"Meizu Pro 5 M576 64Gb. Купить, цена Meizu Pro 5 M576 64Гб в Кривом Роге. Описание, обзор, отзывы - Интерет-магазин Smartmobis";"Телефон Meizu PRO5 M576 64GB, дешевый смартфон, купить недорого в Украине, заказать, доставка, характеристики, цена";"Смартфон Meizu Pro 5 M576 64Gb в интернет-магазине Smartmobis. ? Самые низкие цены! Купить смартфон Meizu Pro 5 M576 64Гб недорого с доставкой в Кривом Роге и Украине. Телефоны и смартфоны из Китая в наличии и под заказ.";;"Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.";s040718-02.jpg;"168 г";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Pro;;;;"5.7""";"Super AMOLED Full HD";"1080x1920 пикс.";"Android 5.1";"8 (Cortex A-57 + Cortex A-53)";"Samsung Exynos 7";"4 х 2.1 ГГц + 4 х 1.5 ГГц";"4 ГБ";"64 ГБ";"до 128 ГБ";"2 sim";"nano-SIM. nano-SIM (microSD)";"850 / 900 / 1800 / 1900 МГц";"850 / 900 / 1900 / 2100 МГц";TD-LTE;"850 / 900 / 1900 / 2100 МГц";"21.16 Мп";"5 Мп";Есть;04.Січ;Есть;Есть;"802.11 a/b/g/n";Есть;Есть;Есть;"microUSB. Аудио 3.5 мм";"3050 мАч";"156.7 х 78.0 х 7.5 мм";"Серый. серебряный. золотой";;;;;;;;;
Гаджеты/Смартфоны/Meizu;"Телефон Meizu M3 Note 16Gb";136.71;2;telefon-meizu-m3-note-16-gb;1;0;;"В наличии";;;;"Meizu M3 Note 16Gb. Купить, цена Meizu M3 Note 16Гб в Кривом Роге. Смартфон Meizu M3 Note 16 Гб: описание, обзор, отзывы - Интерет-магазин Smartmobis";"Телефон Meizu M3 Note 16GB, дешевый смартфон, купить недорого в Украине, заказать, доставка, характеристики, цена, с мощным аккумулятором";"Смартфон Meizu M3 Note 16Gb в интернет-магазине Smartmobis. ? Самые низкие цены! Купить смартфон Meizu M3 Note 16Гб недорого с доставкой в Кривом Роге и Украине. Телефоны и смартфоны из Китая в наличии и под заказ.";;"Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.";s040704-01.jpg;"163 г";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M3;;;;"5.5""";"IPS Full HD";"1080x1920 пикс.";"Android 5.1";"8 (Cortex A-53)";"MediaTek MT6755";"4 x 1.8 Ггц + 4 x 1.0 ГГц";"2 ГБ";"16 ГБ";"до 128 ГБ";"2 sim";nano-SIM;"850 / 900 / 1800 / 1900 МГц";"850 / 900 / 1900 / 2100 МГц";TD-LTE;"850 / 900 / 1900 / 2100 МГц";"13 Мп";"5 Мп";Есть;4.0;Есть;Есть;"802.11 a/b/g/n";;;;"microUSB. Аудио 3.5 мм";"4100 мАч";"153.6 х 75.5 х 8.2 мм";"Белый. серый. золотой";;;;;;;;;
Гаджеты/Планшеты/Lenovo;"Планшет Lenovo Tab3 7 - 730X";3999.00;2;planshet-lenovo-tab3-7---730x;1;0;;;;;;"Lenovo Tab3 7 - 730X. Купить, цена Lenovo Tab3 7 в Кривом Роге. Планшет Lenovo Tab3 7 - 730X: описание, обзор, отзывы - Интерет-магазин Smartmobis";"Планшет Lenovo Tab3 7 - 730X, Lenovo";"Планшет Lenovo Tab3 7 - 730X в интернет-магазине Smartmobis. ?Самые низкие цены! Купить планшет Lenovo Tab3 7 недорого с доставкой в Кривом Роге и Украине. Планшеты из Китая в наличии и под заказ.";;"Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.";"sp150104-01.jpg, sp150107-01.jpg, sp150101-01.jpg, sp150105-01.jpg, sp150106-01.jpg";"260 г";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"7.0""";IPS;"1024x600 пикс.";"Android 6.0";4;"MediaTek MT8735P";"1.0 Ггц";"2 ГБ";"16 ГБ";"до 64 ГБ";"2 sim";micro-SIM;"900 / 1800 / 1900 МГц";"900 / 2100 МГц";TD-LTE;"900 / 2100 МГц";"5 Мп";"2 Мп";;4.0;;Есть;"802.11 b/g/n";;;;"microUSB. Аудио 3.5 мм. 2 слота для sim-карт";"3450 мАч";"191.0 х 101.0 х 8.8 мм";Черный;есть;;;;;;;;
Гаджеты/Планшеты/Lenovo;"Планшет Lenovo Tab2 A10-30 - X30F";4999.00;2;planshet-lenovo-tab2-a10-30---x30f;1;0;;Синий;;;;"Lenovo Tab2 A10-30 - X30F. Купить, цена Lenovo Tab2 A10-30 в Кривом Роге. Планшет Lenovo Tab2 A10-30: описание, обзор, отзывы - Интерет-магазин Smartmobis";"Планшет Lenovo Tab2 A10-30 - X30F, Lenovo";"Планшет Lenovo Tab2 A10-30 - X30F в интернет-магазине Smartmobis. ?Самые низкие цены! Купить планшет Lenovo Tab2 A10-30 недорого с доставкой в Кривом Роге и Украине. Планшеты из Китая в наличии и под заказ.";;"Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.";"sp150219-01.jpg, sp150225-01.jpg, sp150220-01.jpg, sp150222-01.jpg, sp150223-01.jpg, sp150224-01.jpg";"525 г";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"10.1""";IPS;"1280x800 пикс.";"Android 5.0";4;"Qualcomm Snapdragon 210";"1.1 ГГц";"1 ГБ";"16 ГБ";"до 32 ГБ";;;;;;;"5 Мп";"2 Мп";;4.0;Есть;;"802.11 b/g/n";;;;"microUSB. Аудио 3.5 мм";"7000 мАч";"247.0 х 171.0 х 8.95 мм";"Dark Blue";;;;;;;;;
Гаджеты/Смартфоны/Xiaomi;"Телефон Xiaomi Redmi 2 Enhanced 2+16Gb";2700.00;120;telefon-xiaomi-redmi-2-enhanced-216-gb;1;;;"Под заказ";;;10;"Xiaomi Redmi 2 Enhanced 2+16Gb. Купить, цена Xiaomi Redmi 2 Enhanced 2 16Гб в Кривом Роге. Смартфон Xiaomi Redmi 2 Enhanced 2+16Gb: описание, обзор, отзывы - Интерет-магазин Smartmobis";"Телефон Xiaomi Redmi 2 Enhanced 2+16Gb, дешевый смартфон, купить недорого в Украине, заказать, доставка, характеристики, цена";"Смартфон Xiaomi Redmi 2 Enhanced 2+16Gb в интернет-магазине Smartmobis. ?Самые низкие цены! Купить смартфон Xiaomi Redmi 2 Enhanced 2 16Гб недорого с доставкой в Кривом Роге и Украине. Телефоны и смартфоны из Китая в наличии и под заказ.";;"<p>Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.</p>";s040727-01.jpg;"134 г";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"4.7""";"IPS HD";"1280x720 пикс.";"Android 4.4";"4 (Cortex A-53)";"Qualcomm Snapdragon 410";"1.2 ГГц";"2 ГБ";"16 ГБ";"до 32 ГБ";"2 sim";micro-SIM;"900 / 1800 МГц";"850 / 1900 / 2100 МГц";TD-LTE;"900 / 1900 / 2100 МГц";"8 Мп";"2 Мп";Есть;4.0;Есть;Есть;"802.11 b/g/n";Есть;;;"microUSB. Аудио 3.5 мм";"2200 мАч";"134.0 x 67.2 x 9.2 мм";"Черный. голубой. розовый. белый. желтый";;;;;;;;;
Гаджеты/Смартфоны/Xiaomi;"Телефон Xiaomi Redmi 2 Enhanced 2+16Gb";2915.00;120;telefon-xiaomi-redmi-2-enhanced-216-gb;1;;;"Из наличия";;;50;"Xiaomi Redmi 2 Enhanced 2+16Gb. Купить, цена Xiaomi Redmi 2 Enhanced 2 16Гб в Кривом Роге. Смартфон Xiaomi Redmi 2 Enhanced 2+16Gb: описание, обзор, отзывы - Интерет-магазин Smartmobis";"Телефон Xiaomi Redmi 2 Enhanced 2+16Gb, дешевый смартфон, купить недорого в Украине, заказать, доставка, характеристики, цена";"Смартфон Xiaomi Redmi 2 Enhanced 2+16Gb в интернет-магазине Smartmobis. ?Самые низкие цены! Купить смартфон Xiaomi Redmi 2 Enhanced 2 16Гб недорого с доставкой в Кривом Роге и Украине. Телефоны и смартфоны из Китая в наличии и под заказ.";;"<p>Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.</p>";s040727-01.jpg;"134 г";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"4.7""";"IPS HD";"1280x720 пикс.";"Android 4.4";"4 (Cortex A-53)";"Qualcomm Snapdragon 410";"1.2 ГГц";"2 ГБ";"16 ГБ";"до 32 ГБ";"2 sim";micro-SIM;"900 / 1800 МГц";"850 / 1900 / 2100 МГц";TD-LTE;"900 / 1900 / 2100 МГц";"8 Мп";"2 Мп";Есть;4.0;Есть;Есть;"802.11 b/g/n";Есть;;;"microUSB. Аудио 3.5 мм";"2200 мАч";"134.0 x 67.2 x 9.2 мм";"Черный. голубой. розовый. белый. желтый";;;;;;;;;
Гаджеты/Смартфоны/Xiaomi;"Телефон Xiaomi Mi4C 3+32Gb";4200.00;2;telefon-xiaomi-mi4c-332-gb;1;0;;"Под заказ";;;;"Xiaomi Mi4C 3+32Gb. Купить, цена Xiaomi Mi4C 3 32Gb в Кривом Роге. Смартфон Xiaomi Mi4C 3+32Gb: описание, обзор, отзывы - Интерет-магазин Smartmobis";"Телефон Xiaomi Mi4C 3+32 Гб, дешевый смартфон, купить недорого в Украине, заказать, доставка, характеристики, цена";"Смартфон Xiaomi Mi4C 3+32Gb в интернет-магазине Smartmobis. ?Самые низкие цены! Купить смартфон Xiaomi Mi4C 3 32Gb недорого с доставкой в Кривом Роге и Украине. Телефоны и смартфоны из Китая в наличии и под заказ.";;"Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.";s040753-02.jpg;"132 г";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Mi4C;;;;"5.0""";"IPS Full HD";"1080x1920 пикс.";"Android 5.1";"6 (Cortex A-57)";"Snapdragon 808";"1.8 ГГц";"3 ГБ";"32 ГБ";;"2 sim";micro-SIM;"850 / 900 / 1800 / 1900 МГц";"850 / 900 / 1900 / 2100 МГц";TD-LTE;"850 / 900 / 1900 / 2100 МГц";"13 Мп";"5 Мп";Есть;04.Січ;Есть;Есть;"802.11 a/b/g/n/ac";Есть;Есть;;"microUSB. Аудио 3.5 мм";"3080 мАч";"138.1 х 69.59 x 7.8 мм";"Черный. голубой. розовый. белый. желтый";;;;;;;;;
Гаджеты/Смартфоны/Xiaomi;"Телефон Xiaomi Redmi Note 4 - 3+32Gb";178.52;2;telefon-xiaomi-redmi-note-4---332-gb;1;0;;"В наличии";;;;"Xiaomi Redmi Note 4 - 3 32Gb. Купить, цена Xiaomi Redmi Note 4 - 3 32ГБ в Кривом Роге. Смартфон Xiaomi Redmi Note 4 - 3 32Gb :описание, обзор, отзывы - Интерет-магазин Smartmobis";"Телефон Xiaomi Redmi Note 4 - 3+32Gb, Xiaomi, Xiaomi";"Смартфон Xiaomi Redmi Note 4 - 3 32Gb в интернет-магазине Smartmobis. ?Самые низкие цены! Купить смартфон Xiaomi Redmi Note 4 - 3 32Гб недорого с доставкой в Кривом Роге и Украине. Телефоны и смартфоны из Китая в наличии и под заказ.";;"Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.";151213-02.jpg;"175 г";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Redmi Note 4";;;;"5.5""";IPS;"1080x1920 пикс.";"Android 6.0.1 +  MIUI 8";10;"MediaTek MT6797";"2.1 ГГц";"3 ГБ";"32 ГБ";"до 128 ГБ";"2 sim";"micro-SIM. nano-SIM (microSD)";"900 / 1800 / 1900 МГц";"850 / 900 / 1900 / 2100 МГц";FDD-LTE;"850 / 900 / 1900 / 2100 МГц";"13 Мп";"5 Мп";Есть;"4.2 LE";Есть;Есть;"802.11 a/b/g/n/ac";Есть;Есть;Есть;"microUSB. Type-C. OTG. Аудио 3.5 мм";"4100 мАч";"151.0 x 76.0 x 8.35 мм";"Серый. серебряный. золотой";;;;;;;;;
Гаджеты/Смартфоны/Xiaomi;"Телефон Xiaomi Mi5s Plus 4+64Gb";0.00;2;telefon-xiaomi-mi5s-plus-464-gb;1;0;;;;;;"Xiaomi Mi5s Plus 4+64Gb. Купить, цена Xiaomi Mi5s Plus 4 64ГБ в Кривом Роге. Смартфон Xiaomi Mi5s Plus 4 64Gb :описание, обзор, отзывы - Интерет-магазин Smartmobis";"Телефон Xiaomi Mi5s Plus 4+64Gb, Xiaomi, Xiaomi";"Смартфон Xiaomi Mi5s Plus 4+64Gb в интернет-магазине Smartmobis. ?Самые низкие цены! Купить смартфон Xiaomi Mi5s Plus 4 64Гб недорого с доставкой в Кривом Роге и Украине. Телефоны и смартфоны из Китая в наличии и под заказ.";;"Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.";151218-01.jpg;"168 г";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Mi5s;;;;"5.7""";IPS;"1080x1920 пикс.";"Android 6.0.1 +  MIUI 8";4;"Snapdragon 82";"2.35 ГГц";"4 ГБ";"64 ГБ";;"2 sim";"nano-SIM. nano-SIM";"850 / 900 / 1800 / 1900 МГц";"850 / 1900 / 2100 МГц";"1800. 1900. 2100. 2300. 2500. 2600. 850. 900 МГц";"850 / 900 / 1900 / 2100 МГц";"двойная. по 13 Мп каждая";"4 Мп";Есть;04.Лют;Есть;Есть;"802.11 a/b/g/n/ac";Есть;Есть;Есть;"microUSB. Type-C. OTG. Аудио 3.5 мм";"3800 мАч";"154.6 х 77.7 х 8 мм";"Серый. серебряный. золотой. Rose-gold";;;;;;;;;
Гаджеты/Смартфоны/Xiaomi;"Телефон Xiaomi Mi5s Plus 6+128Gb";400.74;2;telefon-xiaomi-mi5s-plus-6128-gb;1;0;;"В наличии";;;1;"Xiaomi Mi5s Plus 6+128Gb. Купить, цена Xiaomi Mi5s Plus 6 128ГБ в Кривом Роге. Смартфон Xiaomi Mi5s Plus 6 128Gb :описание, обзор, отзывы - Интерет-магазин Smartmobis";"Телефон Xiaomi Mi5s Plus 6+128Gb, Xiaomi, Xiaomi";"Смартфон Xiaomi Mi5s Plus 6+128Gb в интернет-магазине Smartmobis. ?Самые низкие цены! Купить смартфон Xiaomi Mi5s Plus 6 128Гб недорого с доставкой в Кривом Роге и Украине. Телефоны и смартфоны из Китая в наличии и под заказ.";;"Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.";151220-01.jpg;"168 г";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Mi5s;;;;"5.7""";IPS;"1080x1920 пикс.";"Android 6.0.1 +  MIUI 8";4;"Snapdragon 821";"2.35 ГГц";"6 ГБ";"128 ГБ";;"2 sim";"nano-SIM. nano-SIM";"850 / 900 / 1800 / 1900 МГц";"850 / 1900 / 2100 МГц";"1800. 1900. 2100. 2300. 2500. 2600. 850. 900 МГц";"850 / 900 / 1900 / 2100 МГц";"двойная. по 13 Мп каждая";"4 Мп";Есть;04.Лют;Есть;Есть;"802.11 a/b/g/n/ac";Есть;Есть;Есть;"microUSB. Type-C. OTG. Аудио 3.5 мм";"3800 мАч";"154.6 х 77.7 х 8 мм";"Серый. серебряный. золотой. Rose-gold";;;;;;;;;
