Категория;Товар;Цена;ID валюты;Адрес;Видим;Рекомендуемый;Бренд;Вариант;Старая цена;Артикул;Склад;Заголовок страницы;Ключевые слова;Описание страницы;Аннотация;Описание;Изображения;Вес;Страна производитель;Мощность;Отвод газов;Тип розжига;Производительность ГВС;Модуляция мощности;Вес (кг);Объем (м3);Габариты В.Ш.Г. (мм.);Мин. давление газа;Производительность;Способ установки;Номинальный объем водонагревателя;Положение установки;Форма;Мощность ТЭНа;Гарантия;Тип нагревательного элемента (ТЭНа);Тепловая мощность;Максимальная температура теплоносителя;Максимальное рабочее давление;Опрессовочное давление;Конструкция радиатора;Способ подключения;Кол-во секций в радиаторе;Объем воды в радиаторе;Возраст;Пол;Размеры упаковки;Серия;Размер игрушки;Материал;Комплектация;Диагональ;Тип экрана;Разрешение экрана;Система;Количество ядер;Процессор;Частота процессора;Оперативная память;Встроенная память;Поддержка SD карт;Sim-карт;Размеры SIM;GSM (2G);3G;LTE (4G);WCDMA;Основная камера;Фронтальная камера;Вспышка;Bluetooth;GPS;A-GPS;Wi-Fi;Wi-Fi Hotspot;ИК порт;Сканер отпечатков пальцев;Разъемы;Аккумулятор;Размеры;Цвет;3G (UMTS);Высота;Диаметр;Ткань;Предназначение;Наполнитель;Количество наполнителя;Объемный вес для транспортных компаний;Производство 
Гаджеты/Смартфоны/Meizu;Телефон Meizu M2 Note 16GB;145.00;1;telefon-meizu-m2-note-16-gb;1;0;;В наличии;;;0;Телефон Meizu M2 Note 16GB;Телефон Meizu M2 Note 16GB;Телефон Meizu M2 Note 16GB;"<div>
Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.
</div>";"Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.";s010785-01.jpg;149 г;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M2;;;;"5.5""";IGZO Full HD;1080x1920 пикс.;Android 5.1;8 (Cortex A-53);MediaTek MT6753;1.7 ГГц;2 ГБ;16 ГБ;до 128 ГБ;2 sim;nano-SIM. nano-SIM (microSD);850 / 900 / 1800 / 1900 МГц;850 / 900 / 1900 / 2100 МГц;TD-LTE;850 / 900 / 1900 / 2100 МГц;13 Мп;5 Мп;Есть;4.0;Есть;Есть;802.11 a/b/g/n;Есть;;;microUSB. Аудио 3.5 мм;3100 мАч;150.9 х 75.2 х 8.7 мм;Белый. синий. серый. розовый;;;;;;;;;
Гаджеты/Смартфоны/Meizu;Телефон Meizu M3 Note 32Gb;169.10;1;telefon-meizu-m3-note-32-gb;1;0;;;;;0;Телефон Meizu M3 Note 32Gb;Телефон Meizu M3 Note 32Gb;Телефон Meizu M3 Note 32Gb;"<div>
Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.
</div>";"Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.";s040703-02.jpg;163 г;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M3;;;;"5.5""";IPS Full HD;1080x1920 пикс.;Android 5.1;8 (Cortex A-53);MediaTek MT6755;4 x 1.8 Ггц + 4 x 1.0 ГГц;3 ГБ;32 ГБ;до 128 ГБ;2 sim;nano-SIM;850 / 900 / 1800 / 1900 МГц;850 / 900 / 1900 / 2100 МГц;TD-LTE;850 / 900 / 1900 / 2100 МГц;13 Мп;5 Мп;Есть;4.0;Есть;Есть;802.11 a/b/g/n;;;;microUSB. Аудио 3.5 мм;4100 мАч;153.6 х 75.5 х 8.2 мм;Белый. серый. золотой;;;;;;;;;
Гаджеты/Смартфоны/Meizu;Телефон Meizu Pro 6 64Gb;342.15;1;telefon-meizu-pro-6-m570q-64-gb;1;0;;;;;0;Телефон Meizu Pro 6 64Gb;Телефон Meizu Pro 6 64Gb;Телефон Meizu Pro 6 64Gb;"<div>
Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.
</div>";"Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.";s040721-02.jpg;160 г;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Pro;;;;"5.2""";Super AMOLED Full HD;1080x1920 пикс.;Android 6.0;10;MediaTek MT6797T;2 x 2.5 ГГц Cortex-A72 + 4 x 2.0 ГГц Cortex-A53 + 4 x 1.4 ГГц Cortex-A53;4 ГБ;64 ГБ;;2 sim;nano-SIM;850 / 900 / 1800 / 1900 МГц;850 / 900 / 1900 / 2100 МГц;TD-LTE;850 / 900 / 1900 / 2100 МГц;21 Мп;5 Мп;Есть;4.0;Есть;Есть;802.11 a/b/g/n/ac;;;Есть;microUSB. Аудио 3.5 мм;2560 мАч;147.7 х 70.8 х 7.3 мм;Темно-серый. золотой. серый;;;;;;;;;
Гаджеты/Смартфоны/Meizu;Телефон Meizu Pro 6 32Gb;305.00;1;telefon-meizu-pro-6-m570q-32-gb;1;0;;;;;0;Телефон Meizu Pro 6 32Gb;Телефон Meizu Pro 6 32Gb;Телефон Meizu Pro 6 32Gb;"<div>
Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.
</div>";"Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.";s040722-01.jpg;160 г;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Pro;;;;"5.2""";Super AMOLED Full HD;1080x1920 пикс.;Android 6.0;10;MediaTek MT6797T;2 x 2.5 ГГц Cortex-A72 + 4 x 2.0 ГГц Cortex-A53 + 4 x 1.4 ГГц Cortex-A53;4 ГБ;32 ГБ;;2 sim;nano-SIM;850 / 900 / 1800 / 1900 МГц;850 / 900 / 1900 / 2100 МГц;TD-LTE;850 / 900 / 1900 / 2100 МГц;21 Мп;5 Мп;Есть;4.0;Есть;Есть;802.11 a/b/g/n/ac;;;Есть;microUSB. Аудио 3.5 мм;2560 мАч;147.7 х 70.8 х 7.3 мм;Темно-серый. золотой. серый;;;;;;;;;
Гаджеты/Смартфоны/Meizu;Телефон Meizu M3S 2+16Gb;122.00;1;telefon-meizu-m3s-216-gb;1;0;;В наличии;;;0;Телефон Meizu M3S 2+16Gb;Телефон Meizu M3S 2+16Gb;Телефон Meizu M3S 2+16Gb;"<div>
Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.
</div>";"Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.";s040709-01.jpg;138 г;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M3;;;;"5.0""";IPS HD;1280x720 пикс.;Android 6.0;8 (Cortex A-53);MediaTek MT6750;1.5 ГГц;2 ГБ;16 ГБ;;2 sim;nano-SIM;850 / 900 / 1800 / 1900 МГц;850 / 900 / 1900 / 2100 МГц;TD-LTE;850 / 900 / 1900 / 2100 МГц;13 Мп;5 Мп;Есть;4.0;Есть;Есть;802.11 a/b/g/n/ac;;;Есть;microUSB. Аудио 3.5 мм;3020 мАч;141.9 x 69.0 x 8.3 мм;Темно-серый. золотой. серый. Rose-gold;;;;;;;;;
Гаджеты/Смартфоны/Meizu;Телефон Meizu Pro 5 32Gb;297.00;1;telefon-meizu-pro-5-m576-32-gb;1;0;;Под заказ;;;;Телефон Meizu Pro 5 32Gb;Телефон Meizu Pro 5 32Gb;Телефон Meizu Pro 5 32Gb;"<div>
Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.
</div>";"Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.";s040719-01.jpg;168 г;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Pro;;;;"5.7""";Super AMOLED Full HD;1080x1920 пикс.;Android 5.1;8 (Cortex A-57 + Cortex A-53);Samsung Exynos 7;4 х 2.1 ГГц + 4 х 1.5 ГГц;3 ГБ;32 ГБ;до 128 ГБ;2 sim;nano-SIM. nano-SIM (microSD);900 / 1800 / 1900 МГц;900 / 2100 МГц;TD-LTE;900 / 2100 МГц;21.16 Мп;5 Мп;Есть;04.Січ;Есть;Есть;802.11 a/b/g/n;Есть;Есть;Есть;microUSB. Аудио 3.5 мм;3050 мАч;156.7 х 78.0 х 7.5 мм;Серый. серебряный. золотой;;;;;;;;;
Гаджеты/Смартфоны/Meizu;Телефон Meizu Pro 5 64Gb;396.43;1;telefon-meizu-pro-5-m576-64-gb;1;0;;В наличии;;;;Телефон Meizu Pro 5 64Gb;Телефон Meizu Pro 5 64Gb;Телефон Meizu Pro 5 64Gb;"<div>
Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.
</div>";"Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.";s040718-02.jpg;168 г;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Pro;;;;"5.7""";Super AMOLED Full HD;1080x1920 пикс.;Android 5.1;8 (Cortex A-57 + Cortex A-53);Samsung Exynos 7;4 х 2.1 ГГц + 4 х 1.5 ГГц;4 ГБ;64 ГБ;до 128 ГБ;2 sim;nano-SIM. nano-SIM (microSD);850 / 900 / 1800 / 1900 МГц;850 / 900 / 1900 / 2100 МГц;TD-LTE;850 / 900 / 1900 / 2100 МГц;21.16 Мп;5 Мп;Есть;04.Січ;Есть;Есть;802.11 a/b/g/n;Есть;Есть;Есть;microUSB. Аудио 3.5 мм;3050 мАч;156.7 х 78.0 х 7.5 мм;Серый. серебряный. золотой;;;;;;;;;
Гаджеты/Смартфоны/Meizu;Телефон Meizu M3 Note 16Gb;136.71;1;telefon-meizu-m3-note-16-gb;1;0;;В наличии;;;;Телефон Meizu M3 Note 16Gb;Телефон Meizu M3 Note 16Gb;Телефон Meizu M3 Note 16Gb;"<div>
Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.
</div>";"Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.";s040704-01.jpg;163 г;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M3;;;;"5.5""";IPS Full HD;1080x1920 пикс.;Android 5.1;8 (Cortex A-53);MediaTek MT6755;4 x 1.8 Ггц + 4 x 1.0 ГГц;2 ГБ;16 ГБ;до 128 ГБ;2 sim;nano-SIM;850 / 900 / 1800 / 1900 МГц;850 / 900 / 1900 / 2100 МГц;TD-LTE;850 / 900 / 1900 / 2100 МГц;13 Мп;5 Мп;Есть;4.0;Есть;Есть;802.11 a/b/g/n;;;;microUSB. Аудио 3.5 мм;4100 мАч;153.6 х 75.5 х 8.2 мм;Белый. серый. золотой;;;;;;;;;
Гаджеты/Планшеты/Lenovo;Планшет Lenovo Tab3 7 - 730X;3999.00;1;planshet-lenovo-tab3-7---730x;1;0;;;;;;Планшет Lenovo Tab3 7 - 730X;Планшет Lenovo Tab3 7 - 730X;Планшет Lenovo Tab3 7 - 730X;"<div>
Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.
</div>";"Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.";sp150104-01.jpg, sp150107-01.jpg, sp150101-01.jpg, sp150105-01.jpg, sp150106-01.jpg;260 г;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"7.0""";IPS;1024x600 пикс.;Android 6.0;4;MediaTek MT8735P;1.0 Ггц;2 ГБ;16 ГБ;до 64 ГБ;2 sim;micro-SIM;900 / 1800 / 1900 МГц;900 / 2100 МГц;TD-LTE;900 / 2100 МГц;5 Мп;2 Мп;;4.0;;Есть;802.11 b/g/n;;;;microUSB. Аудио 3.5 мм. 2 слота для sim-карт;3450 мАч;191.0 х 101.0 х 8.8 мм;Черный;есть;;;;;;;;
Гаджеты/Планшеты/Lenovo;Планшет Lenovo Tab2 A10-30 - X30F;4999.00;1;planshet-lenovo-tab2-a10-30---x30f;1;0;;Синий;;;;Планшет Lenovo Tab2 A10-30 - X30F;Планшет Lenovo Tab2 A10-30 - X30F;Планшет Lenovo Tab2 A10-30 - X30F;"<div>
Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.
</div>";"Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.";sp150219-01.jpg, sp150225-01.jpg, sp150220-01.jpg, sp150222-01.jpg, sp150223-01.jpg, sp150224-01.jpg;525 г;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"10.1""";IPS;1280x800 пикс.;Android 5.0;4;Qualcomm Snapdragon 210;1.1 ГГц;1 ГБ;16 ГБ;до 32 ГБ;;;;;;;5 Мп;2 Мп;;4.0;Есть;;802.11 b/g/n;;;;microUSB. Аудио 3.5 мм;7000 мАч;247.0 х 171.0 х 8.95 мм;Dark Blue;;;;;;;;;
Гаджеты/Смартфоны/Xiaomi;Телефон Xiaomi Redmi 2 Enhanced 2+16Gb;2700.00;1;telefon-xiaomi-redmi-2-enhanced-216-gb;1;;;Под заказ;;;10;Телефон Xiaomi Redmi 2 Enhanced 2+16Gb;Телефон Xiaomi Redmi 2 Enhanced 2+16Gb;Телефон Xiaomi Redmi 2 Enhanced 2+16Gb;"<div>
Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.
</div>";"Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.";s040727-01.jpg;134 г;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"4.7""";IPS HD;1280x720 пикс.;Android 4.4;4 (Cortex A-53);Qualcomm Snapdragon 410;1.2 ГГц;2 ГБ;16 ГБ;до 32 ГБ;2 sim;micro-SIM;900 / 1800 МГц;850 / 1900 / 2100 МГц;TD-LTE;900 / 1900 / 2100 МГц;8 Мп;2 Мп;Есть;4.0;Есть;Есть;802.11 b/g/n;Есть;;;microUSB. Аудио 3.5 мм;2200 мАч;134.0 x 67.2 x 9.2 мм;Черный. голубой. розовый. белый. желтый;;;;;;;;;
Гаджеты/Смартфоны/Xiaomi;Телефон Xiaomi Redmi 2 Enhanced 2+16Gb;2915.00;1;telefon-xiaomi-redmi-2-enhanced-216-gb;1;;;Из наличия;;;50;Телефон Xiaomi Redmi 2 Enhanced 2+16Gb;Телефон Xiaomi Redmi 2 Enhanced 2+16Gb;Телефон Xiaomi Redmi 2 Enhanced 2+16Gb;"<div>
Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.
</div>";"Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.";s040727-01.jpg;134 г;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"4.7""";IPS HD;1280x720 пикс.;Android 4.4;4 (Cortex A-53);Qualcomm Snapdragon 410;1.2 ГГц;2 ГБ;16 ГБ;до 32 ГБ;2 sim;micro-SIM;900 / 1800 МГц;850 / 1900 / 2100 МГц;TD-LTE;900 / 1900 / 2100 МГц;8 Мп;2 Мп;Есть;4.0;Есть;Есть;802.11 b/g/n;Есть;;;microUSB. Аудио 3.5 мм;2200 мАч;134.0 x 67.2 x 9.2 мм;Черный. голубой. розовый. белый. желтый;;;;;;;;;
