Бельцы;10314;
Бендеры;10315;
Рыбница;10316;
Тирасполь;10317;
Душанбе;10318;
Курган-Тюбе;10319;
Пенджикент;10320;
Нурек;10321;
Худжанд;10322;
Ашхабад;10324;
Туркменабад;10325;
Туркменбаши;10326;
Дашогуз;10327;
Алмалык;10328;
Андижан;10329;
Бухара;10330;
Карши;10331;
Коканд;10332;
Октябрьский;10333;
Самарканд;10334;
Ташкент;10335;
Фергана;10336;
Нукус;10337;
Термез;10338;
Хива;10339;
Житомир;10343;
Ивано-Франковск;10345;
Кривой Рог;10347;
Ровно;10355;
Тернополь;10357;
Ужгород;10358;
Черкассы;10363;
Черновцы;10365;
Мариуполь;10366;
Мелитополь;10367;
Чернобыль;10368;
Белая Церковь;10369;
Баден;10370;
Вена;10371;
Зальцбург;10372;
Инсбрук;10373;
Тирана;10374;
Антверпен;10375;
Брюссель;10376;
Льеж;10377;
Албена;10378;
София;10379;
Бургас;10380;
Варна;10381;
Габрово;10382;
Димитровград;10383;
Золотые Пески;10384;
Пловдив;10385;
Сопот;10386;
Сараево;10387;
Абердин;10388;
Глазго;10389;
Дувр;10390;
Кембридж;10391;
Ливерпуль;10392;
Лондон;10393;
Манчестер;10394;
Оксфорд;10395;
Плимут;10396;
Эдинбург;10397;
Будапешт;10398;
Папа;10399;
Баден-Баден;10400;
Бонн;10402;
Бремен;10403;
Ганновер;10405;
Дрезден;10407;
Дюссельдорф;10408;
Лейпциг;10410;
Нюрнберг;10412;
Потсдам;10417;
Афины;10418;
Ираклион;10419;
Кастория;10420;
Ларнака;10421;
Лемнос;10422;
Родос;10423;
Салоники;10424;
Копенгаген;10425;
Дублин;10426;
Белфаст;10427;
Рейкьявик;10428;
Барселона;10429;
Валенсия;10430;
Гвадалахара;10431;
Ивиса;10432;
Картахена;10433;
Коста-Брава;10434;
Мадрид;10435;
Майорка;10436;
Малага;10437;
Марбелья;10438;
Менорка;10439;
Севилья;10440;
Тенерифе;10441;
Эстепона;10442;
Санта-Крус-де-Тенерифе;10443;
Болонья;10444;
Рим;10445;
Неаполь;10446;
Генуя;10447;
Милан;10448;
Турин;10449;
Бриндизи;10450;
Венеция;10451;
Верона;10452;
Кальяри;10453;
Капри;10454;
Ливиньо;10455;
Палермо;10456;
Палермо, аэропорт Пунта-Раизи;10457;
Пиза;10458;
Римини;10459;
Сан-Ремо;10460;
Флоренция;10461;
Вадуц;10462;
Скопье;10463;
Валлетта;10464;
Монако;10465;
Амстердам;10466;
Осло;10467;
Ню-Олесунн;10468;
Остров Надежды;10469;
Ян-Майен;10470;
Белосток;10471;
Варшава;10472;
Катовице;10473;
Краков;10474;
Лодзь;10475;
Плоцк;10476;
Познань;10477;
Лиссабон;10478;
Порту;10479;
Санта Мария;10480;
Орта;10481;
Бухарест;10487;
Галац;10488;
Братислава;10489;
Кошице;10490;
Хопок;10491;
Любляна;10492;
Хельсинки;10493;
Турку;10494;
Аяччо;10495;
Бордо;10496;
Брест;10497;
Дижон;10498;
Лион;10499;
Ницца;10500;
Марсель;10501;
Париж;10502;
Сен-Тропе;10503;
Тулуза;10504;
Шамони;10505;
Дубровник;10506;
Загреб;10507;
Сплит;10508;
Брно;10509;
Карловы Вары;10510;
Прага;10511;
Баден;10512;
Берн;10513;
Женева;10514;
Цюрих;10515;
Давос;10516;
Санкт-Мориц;10517;
Гётеборг;10518;
Стокгольм;10519;
Лозанна;10520;
Мальмё;10521;
Белград;10522;
Печ;10523;
Андорра-ла-Велья;10524;
Гибралтар;10525;
Кабул;10526;
Джессор;10527;
Рангпур;10528;
Силхет;10529;
Дакка;10530;
Читтагонг;10531;
Бахрейн;10532;
Иордания;10535;
Иран;10536;
Кувейт;10537;
Ливан;10538;
Саудовская Аравия;10540;
Сирия;10542;
Дананг;10543;
Донгхой;10544;
Лангшон;10546;
Нячанг;10547;
Тханьхоа;10550;
Тхотю;10551;
Ханой;10552;
Хошимин;10553;
Аллахабад;10554;
Ахмадабад;10555;
Баласор;10556;
Биканер;10557;
Мумбаи;10558;
Гайя;10559;
Горакхпур;10560;
Гуна;10561;
Дели;10562;
Дехрадун;10563;
Джайсалмер;10564;
Кота;10565;
Лакхнау;10566;
Порт-Блэр;10568;
Раджкот;10569;
Ранчи;10570;
Сурат;10571;
Провинция Бали;10572;
Бау-Бау;10573;
Джакарта;10574;
Кетапанг;10575;
Мерауке;10576;
Медан;10577;
Паданг;10578;
Сабанг;10579;
Сангкапура;10580;
Семаранг;10581;
Таракан;10582;
Толитоли;10583;
Гонконг;10584;
Дуншэн;10585;
Эньши;10586;
Эрэн-Хото;10587;
Лхаса;10588;
Макао (Аомынь);10589;
Пекин;10590;
Сиань;10591;
Тайбэй;10592;
Тайнань;10593;
Урумчи;10594;
Фэннин;10595;
Харбин;10596;
Чанчжоу;10598;
Шанхай;10599;
Юнань;10600;
Яньци;10601;
Малакка;10602;
Субанг;10603;
Куала-Лумпур;10604;
Мале;10605;
Улан-Батор;10606;
Улгий;10607;
Ховд;10608;
Чойбалсан;10609;
Патейн;10610;
Сандовай;10611;
Янгон;10612;
Катманду;10613;
Исламабад;10614;
Карачи;10615;
Лахор;10616;
Пхеньян;10617;
Сингапур;10619;
Бангкок;10620;
Прачуапкхирикхан;10621;
Пхукет;10622;
Сурин;10623;
Ко-Мапрао;10624;
Виган;10625;
Давао;10626;
Инфанта;10627;
Корон;10628;
Манила;10629;
Пуэрто-Принсеса;10630;
Сан-Хосе;10631;
Галле;10632;
Коломбо;10633;
Пусан;10634;
Сеул;10635;
Токио;10636;
Нагасаки;10637;
Вакканай;10638;
Кусиро;10639;
Наха;10640;
Осака;10641;
Саппоро;10642;
Уракава;10643;
Фукуока;10644;
Белгородская область;10645;
Губкин;10646;
Новый Оскол;10647;
Прохоровка;10648;
Старый Оскол;10649;
Брянская область;10650;
Дятьково;10651;
Жуковка;10652;
Клинцы;10653;
Новозыбков;10654;
Карачев;10655;
Александров;10656;
Балакирево;10657;
Владимирская область;10658;
Вязники;10659;
Гороховец;10660;
Гусь-Хрустальный;10661;
Камешково;10662;
Киржач;10663;
Ковров;10664;
Кольчугино;10665;
Красная Горбатка;10666;
Меленки;10667;
Муром;10668;
Петушки;10669;
Собинка;10670;
Суздаль;10671;
Воронежская область;10672;
Бобров;10673;
Богучар;10674;
Борисоглебск;10675;
Бутурлиновка;10676;
Калач;10677;
Лиски;10678;
Острогожск;10679;
Павловск;10680;
Россошь;10681;
Семилуки;10682;
Эртиль;10683;
Таловая;10684;
Кантемировка;10685;
Анна;10686;
Ивановская область;10687;
Вичуга;10688;
Кинешма;10689;
Кохма;10690;
Шуя;10691;
Юрьевец;10692;
Калужская область;10693;
Козельск;10695;
Кондрово;10696;
Малоярославец;10697;
Боровск;10698;
Костромская область;10699;
Буй;10700;
Волгореченск;10701;
Нерехта;10702;
Галич;10703;
Шарья;10704;
Курская область;10705;
Дмитриев;10706;
Рыльск;10707;
Суджа;10708;
Обоянь;10709;
Железногорск;10710;
Фатеж;10711;
Липецкая область;10712;
Елец;10713;
Чаплыгин;10714;
Апрелевка;10715;
Балашиха;10716;
Бронницы;10717;
Быково;10718;
Видное;10719;
Внуково;10720;
Волоколамск;10721;
Воскресенск;10722;
Дмитров;10723;
Домодедово;10725;
Егорьевск;10727;
Зарайск;10728;
Звенигород;10729;
Истра;10731;
Кашира;10732;
Клин;10733;
Коломна;10734;
Красногорск;10735;
Лотошино;10736;
Луховицы;10737;
Люберцы;10738;
Можайск;10739;
Мытищи;10740;
Наро-Фоминск;10741;
Ногинск;10742;
Одинцово;10743;
Озёры;10744;
Орехово-Зуево;10745;
Павловский Посад;10746;
Подольск;10747;
Пушкино;10748;
Раменское;10750;
Руза;10751;
Сергиев Посад;10752;
Серебряные Пруды;10753;
Серпухов;10754;
Солнечногорск;10755;
Ступино;10756;
Талдом;10757;
Химки;10758;
Черусти;10760;
Чехов;10761;
Шатура;10762;
Шаховская;10763;
Шереметьево (аэропорт);10764;
Щелково;10765;
Болхов;10768;
Ливны;10769;
Мценск;10770;
Новосиль;10771;
Орловская область;10772;
Касимов;10773;
Рыбное;10774;
Ряжск;10775;
Рязанская область;10776;
Сасово;10777;
Скопин;10778;
Спас-Клепики;10779;
Шацк;10780;
Велиж;10781;
Вязьма;10782;
Гагарин;10783;
Демидов;10784;
Десногорск;10785;
Дорогобуж;10786;
Духовщина;10787;
Ельня;10788;
Красный;10789;
Монастырщина;10790;
Починок;10791;
Рославль;10792;
Рудня;10793;
Сафоново;10794;
Смоленская область;10795;
Сычевка;10796;
Угра;10797;
Хиславичи;10798;
Холм-Жирковский;10799;
Шумячи;10800;
Ярцево;10801;
Тамбовская область;10802;
Мичуринск;10803;
Бежецк;10804;
Бологое;10805;
Весьегонск;10806;
Вышний Волочёк;10807;
Западная Двина;10808;
Калязин;10809;
Кашин;10810;
Кимры;10811;
Конаково;10812;
Красный Холм;10813;
Лихославль;10814;
Максатиха;10815;
Нелидово;10816;
Оленино;10817;
Осташков;10818;
Тверская область;10819;
Ржев;10820;
Старица;10821;
Торжок;10822;
Торопец;10823;
Удомля;10824;
Алексин;10825;
Венёв;10826;
Донской;10827;
Ефремов;10828;
Кимовск;10829;
Новомосковск;10830;
Суворов;10831;
Тульская область;10832;
Узловая;10833;
Щекино;10834;
Данилов;10835;
Мышкин;10836;
Переславль-Залесский;10837;
Ростов;10838;
Рыбинск;10839;
Углич;10840;
Ярославская область;10841;
Архангельская область;10842;
Вельск;10843;
Каргополь;10844;
Коряжма;10845;
Котлас;10846;
Онега;10847;
Пинега;10848;
Северодвинск;10849;
Холмогоры;10850;
Шенкурск;10851;
Вологодская область;10853;
Великий Устюг;10854;
Тотьма;10855;
Устюжна;10856;
Калининградская область;10857;
Балтийск;10858;
Светлогорск;10859;
Советск;10860;
Бокситогорск;10861;
Верево;10862;
Волосово;10863;
Волхов;10864;
Всеволожск;10865;
Гатчина;10867;
Ивангород;10868;
Каменногорск;10869;
Кингисепп;10870;
Кириши;10871;
Кировск;10872;
Кузнечное;10873;
Лодейное Поле;10874;
Ломоносов;10875;
Луга;10876;
Никольское;10877;
Отрадное;10878;
Пикалево;10879;
Подпорожье;10881;
Приморск;10882;
Приозерск;10883;
Пушкин;10884;
Рощино;10885;
Светогорск;10886;
Сертолово;10887;
Сланцы;10888;
Советский;10889;
Сосновый Бор;10891;
Тихвин;10892;
Тосно;10893;
Апатиты;10894;
Кандалакша;10895;
Мончегорск;10896;
Мурманская область;10897;
Североморск;10898;
Снежногорск;10899;
Печенга;10900;
Териберка;10901;
Нарьян-Мар;10902;
Амдерма;10903;
Новгородская область;10904;
Батецкий;10905;
Боровичи;10906;
Валдай;10907;
Волот;10908;
Малая Вишера;10909;
Марёво;10910;
Мошенское;10911;
Окуловка;10912;
Демянск;10913;
Крестцы;10914;
Любытино;10915;
Парфино;10916;
Хвойная;10917;
Шимск;10918;
Панковка;10919;
Пестово;10920;
Поддорье;10921;
Сольцы;10922;
Старая Русса;10923;
Холм;10924;
Чудово;10925;
Псковская область;10926;
Бежаницы;10927;
Великие Луки;10928;
Дно;10929;
Новосокольники;10930;
Печоры;10931;
Себеж;10932;
Республика Карелия;10933;
Кондопога;10934;
Костомукша;10935;
Сегежа;10936;
Сортавала;10937;
Беломорск;10938;
Республика Коми;10939;
Воркута;10940;
Инта;10941;
Печора;10942;
Сосногорск;10943;
Усинск;10944;
Ухта;10945;
Астраханская область;10946;
Знаменск;10947;
Алексеевская;10948;
Быково;10949;
Волгоградская область;10950;
Волжский;10951;
Городище;10952;
Даниловка;10953;
Дубовка;10954;
Елань;10955;
Жирновск;10956;
Иловля;10957;
Калач-на-Дону;10958;
Камышин;10959;
Клетская;10960;
Котельниково;10961;
Котово;10962;
Кумылженская;10963;
Ленинск;10964;
Михайловка;10965;
Нехаевская;10966;
Николаевск;10967;
Новоаннинский;10968;
Новониколаевский;10969;
Октябрьский;10970;
Ольховка;10971;
Палласовка;10972;
Петров Вал;10973;
Преображенская;10974;
Рудня;10975;
Светлый Яр;10976;
Серафимович;10977;
Средняя Ахтуба;10978;
Старая Полтавка;10979;
Суровикино;10980;
Урюпинск;10981;
Фролово;10982;
Чернышковский;10983;
Эльтон;10984;
Апшеронск;10986;
Армавир;10987;
Белореченск;10988;
Витязево;10989;
Геленджик;10990;
Горячий Ключ;10991;
Дагомыс;10992;
Ейск;10993;
Красная Поляна;10994;
Краснодарский край;10995;
Кропоткин;10996;
Крымск;10997;
Лазаревское;10998;
Приморско-Ахтарск;11000;
Тихорецк;11002;
Республика Адыгея;11004;
Адыгейск;11005;
Буйнакск;11006;
Дербент;11007;
Каспийск;11008;
Кизляр;11009;
Республика Дагестан;11010;
Хасавюрт;11011;
Республика Ингушетия;11012;
Кабардино-Балкарская Республика;11013;
Терскол;11014;
Республика Калмыкия;11015;
Домбай;11016;
Карачаевск;11017;
Теберда;11018;
Усть-Джегута;11019;
Карачаево-Черкесская Республика;11020;
Республика Северная Осетия-Алания;11021;
Моздок;11022;
Беслан;11023;
Чеченская Республика;11024;
Аргун;11025;
Гудермес;11026;
Ростовская область;11029;
Азов;11030;
Аксай;11031;
Багаевская;11032;
Батайск;11033;
Белая Калитва;11034;
Вёшенская;11035;
Волгодонск;11036;
Гуково;11037;
Донецк;11038;
Егорлыкская;11039;
Зерноград;11040;
Зимовники;11041;
Каменоломни;11042;
Каменск-Шахтинский;11043;
Кашары;11044;
Красный Сулин;11045;
Константиновск;11046;
Миллерово;11047;
Морозовск;11048;
Новошахтинск;11049;
Покровское;11050;
Сальск;11051;
Цимлянск;11052;
Шахты;11053;
Благодарный;11054;
Буденновск;11055;
Георгиевск;11056;
Ессентуки;11057;
Железноводск;11058;
Зеленокумск;11059;
Изобильный;11060;
Ипатово;11061;
Кисловодск;11062;
Минеральные Воды;11063;
Невинномысск;11064;
Новоалександровск;11065;
Новопавловск;11066;
Пятигорск;11067;
Светлоград;11068;
Ставропольский край;11069;
Кировская область;11070;
Кирово-Чепецк;11071;
Лянгасово;11072;
Слободской;11073;
Советск;11074;
Яранск;11075;
Кудымкар;11076;
Республика Марий Эл;11077;
Нижегородская область;11079;
Арзамас;11080;
Новосмолинский;11081;
Павлово;11082;
Саров;11083;
Оренбургская область;11084;
Бугуруслан;11085;
Бузулук;11086;
Гай;11087;
Кувандык;11088;
Новосергиевка;11089;
Новотроицк;11090;
Орск;11091;
Первомайский;11092;
Саракташ;11093;
Соль-Илецк;11094;
Пензенская область;11095;
Белинский;11096;
Бессоновка;11097;
Заречный;11098;
Каменка;11099;
Колышлей;11100;
Кузнецк;11101;
Лунино;11102;
Мокшан;11103;
Нижний Ломов;11104;
Никольск;11105;
Сердобск;11106;
Шемышейка;11107;
Пермский край;11108;
Краснокамск;11109;
Соликамск;11110;
Республика Башкортостан;11111;
Благовещенск;11112;
Кумертау;11113;
Нефтекамск;11114;
Салават;11115;
Стерлитамак;11116;
Республика Мордовия;11117;
Республика Татарстан;11119;
Азнакаево;11120;
Альметьевск;11121;
Бугульма;11122;
Елабуга;11123;
Заинск;11124;
Зеленодольск;11125;
Лениногорск;11126;
Нижнекамск;11127;
Нурлат;11128;
Чистополь;11129;
Самарская область;11131;
Жигулёвск;11132;
Кинель;11133;
Нефтегорск;11134;
Новокуйбышевск;11135;
Октябрьск;11136;
Отрадный;11137;
Похвистнево;11138;
Сызрань;11139;
Чапаевск;11141;
Александров Гай;11142;
Балаково;11143;
Балашов;11144;
Вольск;11145;
Саратовская область;11146;
Энгельс;11147;
Удмуртская Республика;11148;
Воткинск;11149;
Глазов;11150;
Можга;11151;
Сарапул;11152;
Ульяновская область;11153;
Барыш;11154;
Димитровград;11155;
Чувашская Республика;11156;
Кетово;11157;
Курганская область;11158;
Шадринск;11159;
Асбест;11160;
Верхняя Салда;11161;
Свердловская область;11162;
Ирбит;11163;
Каменск-Уральский;11164;
Краснотурьинск;11165;
Кушва;11166;
Лесной;11167;
Нижний Тагил;11168;
Нижняя Тура;11169;
Новоуральск;11170;
Первоуральск;11171;
Серов;11172;
Ишим;11173;
Муравленко;11174;
Тобольск;11175;
Тюменская область;11176;
Югорск;11177;
Ялуторовск;11178;
Белоярский;11179;
Когалым;11180;
Лангепас;11181;
Мегион;11182;
Междуреченский;11183;
Нефтеюганск;11184;
Нягань;11186;
Покачи;11187;
Пыть-Ях;11188;
Радужный;11189;
Советский;11190;
Урай;11192;
Ханты-Мансийский автономный округ;11193;
Агаповка;11194;
Аргаяш;11195;
Аша;11196;
Бреды;11197;
Варна;11198;
Верхнеуральск;11199;
Верхний Уфалей;11200;
Долгодеревенское;11201;
Златоуст;11202;
Карталы;11203;
Касли;11204;
Катав-Ивановск;11205;
Кизильское;11206;
Копейск;11207;
Коркино;11208;
Куса;11209;
Кыштым;11210;
Миасс;11212;
Миасское;11213;
Озёрск;11214;
Октябрьское;11215;
Пласт;11216;
Сатка;11217;
Снежинск;11218;
Трёхгорный;11219;
Троицк;11220;
Увельский;11221;
Уйское;11222;
Усть-Катав;11223;
Чебаркуль;11224;
Челябинская область;11225;
Чесма;11226;
Южноуральск;11227;
Губкинский;11228;
Надым;11229;
Новый Уренгой;11230;
Ноябрьск;11231;
Ямало-Ненецкий автономный округ;11232;
Агинское;11233;
Алейск;11234;
Алтайский край;11235;
Белокуриха;11236;
Благовещенка;11238;
Горняк;11239;
Заринск;11240;
Змеиногорск;11241;
Камень-на-Оби;11242;
Кулунда;11243;
Мамонтово;11244;
Михайловское;11245;
Новоалтайск;11246;
Павловск;11247;
Поспелиха;11248;
Ребриха;11249;
Родино;11250;
Рубцовск;11251;
Славгород;11252;
Тальменка;11253;
Троицкое;11254;
Усть-Калманка;11255;
Ангарск;11256;
Байкальск;11257;
Белореченский;11258;
Бирюсинск;11259;
Бодайбо;11260;
Вихоревка;11262;
Ербогачён;11263;
Железногорск-Илимский;11264;
Зима;11265;
Иркутская область;11266;
Киренск;11267;
Нижнеудинск;11268;
Саянск;11269;
Тайшет;11270;
Тулун;11271;
Усолье-Сибирское;11272;
Усть-Илимск;11273;
Черемхово;11274;
Шелехов;11275;
Анжеро-Судженск;11276;
Белово;11277;
Берёзовский;11278;
Верх-Чебула;11279;
Гурьевск;11280;
Ижморский;11281;
Кемеровская область;11282;
Киселёвск;11283;
Крапивинский;11284;
Ленинск-Кузнецкий;11285;
Мариинск;11286;
Междуреченск;11287;
Мыски;11288;
Осинники;11290;
Прокопьевск;11291;
Полысаево;11292;
Промышленная;11293;
Салаир;11294;
Таштагол;11295;
Тисуль;11296;
Топки;11297;
Тяжинский;11298;
Юрга;11299;
Яшкино;11300;
Яя;11301;
Ачинск;11302;
Дивногорск;11303;
Енисейск;11304;
Игарка;11305;
Кайеркан;11306;
Канск;11307;
Кежма;11308;
Красноярский край;11309;
Минусинск;11310;
Норильск;11311;
Талнах;11312;
Туруханск;11313;
Бердск;11314;
Краснообск;11315;
Новосибирская область;11316;
Обь;11317;
Омская область;11318;
Горно-Алтайск;11319;
Кош-Агач;11320;
Майма;11321;
Турочак;11322;
Усть-Кокса;11323;
Чоя;11324;
Шебалино;11325;
Гусиноозерск;11326;
Северобайкальск;11327;
Селенгинск;11328;
Республика Бурятия;11330;
Бай-Хаак;11331;
Кызыл-Мажалык;11332;
Кызыл;11333;
Сарыг-Сеп;11334;
Туран;11335;
Чадан;11336;
Шагонар;11337;
Эрзин;11338;
